einstellungsparameter;aInStElUNspaRa:me:t6 
geowissenschaftlerquelltext;ge:o:vIs@nSaftl6kvEltEkst 
geowissenschaftlich;ge:o:vIs@nSaftlIC 
geowissenschaftliche;ge:o:vIs@nSaftlIC@ 
geowissenschaftlichen;ge:o:vIs@nSaftlIC@n 
geowissenschaftlicher;ge:o:vIs@nSaftlIC6 
geozeitschriftenfamilie;ge:o:tsaItSRIft@nfami:li:@ 
geozentrische;ge:o:tsEntRIS@ 
geozentrischen;ge:o:tsEntRIS@n 
geozentrum;ge:o:tsEntRUm 
geozentrumquelltext;ge:o:tsEntRUmkvEltEkst 
gepaart;g@pa:6t 
gepackt;g@pakt 
gepanzerte;g@pants6t@ 
gepanzerten;g@pants6t@n 
geparkt;g@paRkt 
gepflanzt;g@pflantst 
gepflastert;g@pflast6t 
gepflasterte;g@pflast6t@ 
gepflasterter;g@pflast6t6 
gepflegt;g@pfle:kt 
gepflegte;g@pfle:kt@ 
gepflegtem;g@pfle:ga t@m 
gepflegten;g@pfle:kt@n 
gepflegter;g@pfle:kt6 
gepflogenheiten;g@pflo:g@nhaIt@n 
geplagt;g@pla:kt 
geplagte;g@pla:kt@ 
geplagtes;g@pla:kt@s 
geplant;g@pla:nt 
geplante;g@pla:nt@ 
geplanten;g@pla:nt@n 
geplanter;g@pla:nt6 
geplantes;g@pla:nt@s 
geplantsup;g@pla:nts ap 
geplottet;g@plOtEt 
gepolsterten;g@pOlst6t@n 
gepolstertes;g@pOlst6t@s 
gepredigt;g@pRe:dICt 
gepresst;g@pREst 
gepresste;g@pREst@ 
gepressten;g@pREst@n 
gepresstes;g@pREst@s 
gepriesene;g@pRi:z@n@ 
gepumpt;g@pUmpt 
geq;gE 
gequantelten;g@kvant@ltEn 
gequetschten;g@kvEtSt@n 
gera;ge:Ra: 
gerabek;g@Ra:bEk 
gerade;g@Ra:d@ 
geradeaus;g@Ra:d@ aUs 
geradeausbewegung;g@Ra:d@ aUsb@ve:gUN 
geradeebene;g@Ra:d@ e:b@n@ 
geradeendcases;g@Ra:d@ Entka:zEs 
geradeeulerschen;g@Ra:d@OYl6S@n 
geradegerade;g@Ra:d@g@Ra:d@ 
geraden;g@Ra:d@n 
geradenbegriff;g@Ra:d@nb@gRIf 
geradengleichung;g@Ra:d@nglaICUN 
geradenpaar;g@Ra:d@npa:6 
geradenquelltext;g@Ra:d@nkvEltEkst 
geradequelltext;g@Ra:d@kvEltEkst 
gerader;g@Ra:d6 
gerades;g@Ra:d@s 
geradeso;g@Ra:d@zo: 
geradezu;g@Ra:d@tsu: 
geradlinig;g@Ra:tli:nIC 
geradlinige;g@Ra:tli:nIg@ 
geradlinigen;g@Ra:tli:nIg@n 
geradliniges;g@Ra:tli:nIg@s 
geradzahligem;g@Ra:tsa:lIg@m 
gerald;ge:Ralt 
geramanis;ge:Ra:ma:ni:s 
gerard;Ze:Ra: 
gerasimow;g@Razi:mo: 
gerasterter;g@Rast6t6 
gerastertes;g@Rast6tEs 
gerate;g@Ra:t@ 
geraten;g@Ra:t@n 
geratenen;g@Ra:t@n@n 
geratensup;g@Ra:t@ns ap 
geraubt;g@RaUpt 
geraucht;g@RaUxt 
gerauftsup;g@RaUftzu:p 
geraumer;g@RaUm6 
gerber;gERb6 
gerberdingerich;gERb6dIN e:RIC 
gerbert;ge:6bERt 
gerbner;gERpn6 
gerbstoffe;gERpStOf@ 
gerch;g6C 
gerd;gERt 
gerda;gERda: 
gerdt;gERt 
gerechnet;g@RECn@t 
gerechnete;g@RECn@t@ 
gerecht;g@RECt 
gerechte;g@RECt@ 
gerechten;g@RECt@n 
gerechterweise;g@RECt6vaIz@ 
gerechtes;g@RECt@s 
gerechtfertigen;g@RECtfERtIg@n 
gerechtfertigt;g@RECtfERtICt 
gerechtfertigte;g@RECtfERtICt@ 
gerechtfertigten;g@RECtfERtICt@n 
gerechtfertigter;g@RECtfERtICt6 
gerechtfertigtsup;g@RECtfERtICtzu:p 
gerechtigkeit;g@RECtICkaIt 
gerechtigkeitrecht;g@RECtICkaItRECt 
gerechtigkeits;g@RECtICkaIts 
gerechtigkeitsempfinden;g@RECtICkaIts EmpfInd@n 
gerechtigkeitsfrage;g@RECtICkaItsfRa:g@ 
gerechtigkeitsfunktion;g@RECtICkaItsfUNktsi:o:n 
gerechtigkeitsideal;g@RECtICkaIts i:de:a:l 
gerechtigkeitsoziale;g@RECtICkaItzo:tsi:a:l@ 
gerechtigkeitsprinzip;g@RECtICkaItspRIntsi:p 
gerechtigkeitsproblem;g@RECtICkaItspRo:ble:m 
gereckt;g@REkt 
gerecse;g@REtszE 
gerede;g@Re:d@ 
geredes;g@Re:d@s 
geredet;g@Re:d@t 
geregelt;g@Re:g@lt 
geregelte;g@Re:g@lt@ 
geregelten;g@Re:g@lt@n 
geregelter;g@Re:g@lt6 
geregeltes;g@Re:g@lt@s 
geregeltsup;g@Re:g@lts ap 
gereichen;g@RaIC@n 
gereicht;g@RaICt 
gereifte;g@RaIft@ 
gereihte;g@RaIt@ 
gereimte;g@RaImtE 
gereinigt;g@RaInICt 
gereinigte;g@RaInICt@ 
gereist;g@RaIst 
gereizt;g@RaItst 
gereizten;g@RaItstEn 
gerenderten;g@REnd6tEn 
gerettet;g@REt@t 
gergehnen;g6ge:nEn 
gergehnenquelltext;g6ge:nEnkvEltEkst 
gergen;ge:6ge:n 
gergs;g6ks 
gerhard;ge:6haRt 
gerhards;ge:6haRts 
gerhardtvolker;ge:6haRtfOlk6 
gerhart;ge:6haRt 
gericht;g@RICt 
gerichte;g@RICt@ 
gerichten;g@RICt@n 
gerichtequelltext;g@RICt@kvEltEkst 
gerichtes;g@RICt@s 
gerichtet;g@RICt@t 
gerichtete;g@RICt@t@ 
gerichtetem;g@RICt@t@m 
gerichteten;g@RICt@t@n 
gerichteter;g@RICt@t6 
gerichtetes;g@RICt@t@s 
gerichtetheit;g@RICt@thaIt 
gerichtetsup;g@RICt@ts ap 
gerichtlich;g@RICtlIC 
gerichtliche;g@RICtlIC@ 
gerichtlichen;g@RICtlIC@n 
gerichtlicher;g@RICtlIC6 
gerichtliches;g@RICtlIC@s 
gerichtnulnliin;g@RICtnUlnlI In 
gerichtoberen;g@RICt o:b@n 
gerichtoberstes;g@RICt o:b6st@s 
gerichts;g@RICts 
gerichtsaufbau;g@RICts aUfbaU 
gerichtsbarkeit;g@RICtsba:6kaIt 
gerichtsbarkeiten;g@RICtsba:6kaIt@n 
gerichtsbarkeitniedere;g@RICtsbaRkaItni:dERE 
gerichtsbarkeitquelltext;g@RICtsbaRkaItkvEltEkst 
gerichtsentscheidung;g@RICts EntSaIdUN 
gerichtsentscheidungen;g@RICts EntSaIdUN@n 
gerichtsgasse;g@RICtsgas@ 
gerichtshof;g@RICtsho:f 
gerichtshofes;g@RICtsho:f@s 
gerichtshofinternationale;g@RICtsho:f Int6natsi:o:na:l@ 
gerichtshofinternationalen;g@RICtsho:f Int6natsi:o:na:l@n 
gerichtshofs;g@RICtsho:fs 
gerichtsjahr;g@RICtsja:6 
gerichtsjahres;g@RICtsja:R@s 
gerichtskundig;g@RICtskUndIC 
gerichtsmedizinische;g@RICtsme:di:tsi:nIS@ 
gerichtsorganisation;g@RICts ORgani:zatsi:o:n 
gerichtspraxis;g@RICtspRaksIs 
gerichtsprozess;g@RICtspRo:tsEs 
gerichtsrelevante;g@RICtsRe:le:vant@ 
gerichtssache;g@RICtszax@ 
gerichtssachen;g@RICtszax@n 
gerichtsshows;g@RICtsSo:s 
gerichtssprache;g@RICtsSpRa:x@ 
gerichtsstand;g@RICtsStant 
gerichtsstands;g@RICtsStants 
gerichtsurteilen;g@RICts URtaIl@n 
gerichtsurteils;g@RICts URtaIls 
gerichtsverfahren;g@RICtsfERfa:R@n 
gerichtsverfahrens;g@RICtsfERfa:R@ns 
gerichtsverfassungsgesetzes;g@RICtsfERfasUNsg@zEts@s 
gerichtsverhandlung;g@RICtsfERhandlUN 
gerichtsverhandlungen;g@RICtsfERhandlUN@n 
gerichtsvollzieher;g@RICtsfOltsi:6 
gerichtsweg;g@RICtsvEk 
gerichtswesen;g@RICtsve:z@n 
gericke;g@RIk@ 
gerickehelmuth;g@RIk@hElmu:t 
gerieben;g@Ri:b@n 
geriet;g@Ri:t 
geriete;g@Ri:t@ 
gerieten;g@Ri:t@n 
geriffelten;g@RIf@lt@n 
gerig;ge:RIC 
gerigkherbert;g@RICkhERb6t 
gering;g@RIN 
geringe;g@RIN@ 
geringem;g@RIN@m 
geringen;g@RIN@n 
geringer;g@RIN6 
geringere;g@RIN@R@ 
geringerem;g@RIN@R@m 
geringeren;g@RIN@R@n 
geringerer;g@RIN@R6 
geringeres;g@RIN@R@s 
geringes;g@RIN@s 
geringste;g@RINst@ 
geringsten;g@RINst@n 
geringster;g@RINst6 
geringstes;g@RINst@s 
geringsup;g@RINs ap 
gerinnselbildung;g@RInz@lbIldUN 
geritten;g@RIt@n 
gerittene;g@RIt@n@ 
geritzt;g@RItst 
gerkanmanon;g6ka:nmanOn 
gerke;g6kE 
gerlach;gERlax 
gerlich;ge:6lIC 
gerlingen;g6lINEn 
gerlof;g6lo:f 
germaan;gERma a:n 
germainfriedensvertrag;ZERmE^fRi:d@nsfERtRa:k 
germainvertrag;ZERmE^fERtRa:k 
german;dZ 9Rm@n 
germanen;gERma:n@n 
germanenkriegern;dZ 9Rm@n@nkRi:g6n 
germanenproblem;dZ 9Rm@n@npRo:ble:m 
germani;ge:6ma:ni: 
germania;gERma:ni:a: 
germaniae;gERma:ni:a:@ 
germanic;gERmanIk 
germanica;gERmanIka: 
germanicusgaius;gERmanIkUsga i: Us 
germanien;gERma:ni:@n 
germanienquelltext;gERma:ni:@nkvEltEkst 
germaniens;gERma:ni:@ns 
germanis;ge:6ma:ni:s 
germanisch;gERma:nIS 
germanische;gERma:nIS@ 
germanischem;gERma:nIS@m 
germanischen;gERma:nIS@n 
germanischer;gERma:nIS6 
germanisches;gERma:nIS@s 
germanischromanische;gERma:nISRo:ma:nIS@ 
germanisierung;gERma:ni:zi:RUN 
germanist;gERmanIst 
germanisten;gERmanIst@n 
germanistik;gERmanIstIk 
germanistikfachzeitschriften;gERmanIstIkfaxtsaItSRIft@n 
germanistikunihannoverde;gERmanIstIk Uni:hano:f6de: 
germanistin;gERmanIstIn 
germanistische;gERmanIstIS@ 
germanistischen;gERmanIstIS@n 
germanjewish;gERmanje:vIS 
germanophobie;gERmano:fo:bi: 
germanspeaking;gERmanSpe: akIN 
germany;dZ 9Rm@ni: 
germanymade;dZ 9Rm@ni:ma:d@ 
germanywikimediaatlas;gERmany:vi:ki:me:di: a:tla:s 
germolles;ge:6mOl@s 
gern;gERn 
gerne;gERn@ 
gernetjacques;ge:6nEtZak 
gernot;gERno:t 
gernsbach;gERnsbax 
gernsheimhelmut;gERnshaImhElmu:t 
gero;ge:Ro: 
gerodet;g@Ro:d@t 
gerodeten;g@Ro:d@t@n 
gerodetes;g@Ro:d@t@s 
gerold;ge:ROlt 
gerollt;g@ROlt 
gerolltes;g@ROlt@s 
gerrienne;gERi:nE 
gerrig;gERIC 
gerrit;gERIt 
gerschede;gERSEdE 
gershonlevi;gERshOnle:vi: 
gershwingeorge;gERsha vInge: o:6g@ 
gershwins;gERsha vIns 
gersonjohannis;ge:6zo:njo:hanIs 
gerstbach;gERstbax 
gerste;gERst@ 
gerstenberg;gERst@nbERk 
gerstenbergerheide;gERst@nbERg6haId@ 
gerstenbergverlag;gERst@nbERkfERla:k 
gerstenbergwigand;gERstEnb6kvi:gant 
gersuith;gERzu: i:t 
gert;gERt 
gertenbach;gERt@nbax 
gerthsen;gERtha zEn 
gerthsenchristian;gERtha zEnkRIstsi: a:n 
gertraude;gERtRaUd@ 
gertrud;gERtRu:t 
gertrudis;gERtRu:dIs 
gertrudiskirche;gERtRu:dIskIRC@ 
gertrudsankt;gERtRu:tzaNkt 
gertrudzeche;gERtRu:tsEC@ 
geruch;g@RUx 
geruchloses;g@RUxlo:z@s 
geruchs;g@RUxs 
geruchseigenschaftenquelltext;g@RUxs aIg@nSaft@nkvEltEkst 
geruchseindrucks;g@RUxzaIndRUks 
geruchsempfinden;g@RUxs EmpfInd@n 
geruchsempfindens;g@RUxs EmpfInd@ns 
geruchsempfindung;g@RUxs EmpfIndUN 
geruchsmetaphern;g@RUxsme:taf6n 
geruchsmischung;g@RUxsmISUN 
geruchsorgane;g@RUxs ORga:n@ 
geruchsprisma;g@RUxspRIsma: 
geruchsprobe;g@RUxspRo:b@ 
geruchsreiz;g@RUxsRaIts 
geruchsrezeptor;g@RUxsRe:tsEpto:6 
geruchsrezeptoren;g@RUxsRe:tsEpto:R@n 
geruchsschwellenbestimmung;g@RUxsSvEl@nb@StImUN 
geruchssinn;g@RUxszIn 
geruchsstoff;g@RUxsStOf 
geruchsstoffe;g@RUxsStOf@ 
geruchsstoffen;g@RUxsStOf@n 
geruchsstoffes;g@RUxsStOf@s 
geruchsstoffkonzentration;g@RUxsStOfkOntsEntRatsi:o:n 
geruchswahrnehmung;g@RUxsva:6ne:mUN 
geruchswahrnehmungen;g@RUxsva:6ne:mUN@n 
geruchswirksame;g@RUxsvIRkza:m@ 
gerudert;g@Ru:d6t 
gerufen;g@Ru:f@n 
gerufenen;g@Ru:f@n@n 
geruht;g@Ru:t 
gerundet;g@RUnd@t 
gerundete;g@RUnd@t@ 
gerundeten;g@RUnd@t@n 
gerundeter;g@RUnd@t6 
gerunt;g@RUnt 
gerwin;g6vIn 
ges;gEs 
gesa;g@za: 
gesagt;g@za:kt 
gesagtbr;g@za:ktbR 
gesagte;g@za:kt@ 
gesagten;g@za:kt@n 
gesagtes;g@za:kt@s 
gesalbt;g@zalpt 
gesalzene;g@zalts@n@ 
gesammelt;g@zam@lt 
gesammelte;g@zam@lt@ 
gesammelten;g@zam@lt@n 
gesammelter;g@zam@lt6 
gesamt;g@zamt 
gesamta;g@zamta: 
gesamtabfalls;g@zamt apfals 
gesamtablauf;g@zamt aplaUf 
gesamtamerikanische;g@zamt ame:Ri:ka:nIS@ 
gesamtangebot;g@zamt ang@bo:t 
gesamtanschauung;g@zamt anSaUUN 
gesamtanteil;g@zamt antaIl 
gesamtanthropologisches;g@zamt antRo:po:lo:gIS@s 
gesamtanzahl;g@zamt antsa:l 
gesamtarbeitszeit;g@zamt aRbaItstsaIt 
gesamtareals;g@zamt aRe:a:ls 
gesamtaufbau;g@zamt aUfbaU 
gesamtauffassungen;g@zamt aUfasUN@n 
gesamtauflage;g@zamt aUfla:g@ 
gesamtausgabe;g@zamt aUsga:b@ 
gesamtausgabeferdinand;g@zamt aUsga:b@fERdi:nant 
gesamtausrichtung;g@zamt aUsRICtUN 
gesamtbedarf;g@zamtb@daRf 
gesamtbedeutung;g@zamtb@dOYtUN 
gesamtbelastung;g@zamtb@lastUN 
gesamtbereiches;g@zamtb@RaIC@s 
gesamtbestand;g@zamtb@Stant 
gesamtbestandes;g@zamtb@Stand@s 
gesamtbetrag;g@zamtb@tRa:k 
gesamtbewegungen;g@zamtb@ve:gUN@n 
gesamtbild;g@zamtbIlt 
gesamtbilder;g@zamtbIld6 
gesamtbildern;g@zamtbIld6n 
gesamtbr;g@zamtbR 
gesamtbudget;g@zamtby:dZe: 
gesamtbundesrat;g@zamtbUnd@sRa:t 
gesamtdarstellung;g@zamtda:6StElUN 
gesamtdeutsche;g@zamtdOYtS@ 
gesamtdeutschen;g@zamtdOYtS@n 
gesamtdeutschland;g@zamtdOYtSlant 
gesamtdeutung;g@zamtdOYtUN 
gesamte;g@zamt@ 
gesamteigenschaft;g@zamt aIg@nSaft 
gesamteindruck;g@zamt aIndRUk 
gesamteinnahmen;g@zamt aIna:m@n 
gesamteinwohnerzahl;g@zamt aInvo:n6tsa:l 
gesamten;g@zamt@n 
gesamtenergie;g@zamt e:nERgi: 
gesamtenergien;g@zamt e:nERgi:@n 
gesamtenergieverbrauch;g@zamt e:nERgi:fERbRaUx 
gesamtentwurf;g@zamt EntvURf 
gesamter;g@zamt6 
gesamtereignis;g@zamt ER aIknIs 
gesamtereignisses;g@zamt ER aIknIs@s 
gesamterfolgs;g@zamt ERfOlks 
gesamtergebnis;g@zamt ERge:pnIs 
gesamterzeugung;g@zamt ERtsOYgUN 
gesamtes;g@zamt@s 
gesamtetats;RROR
gesamtfunktion;g@zamtfUNktsi:o:n 
gesamtgebiet;g@zamtg@bi:t 
gesamtgesellschaft;g@zamtg@zElSaft 
gesamtgesellschaften;g@zamtg@zElSaft@n 
gesamtgesellschaftlich;g@zamtg@zElSaftlIC 
gesamtgesellschaftliche;g@zamtg@zElSaftlIC@ 
gesamtgesellschaftlichen;g@zamtg@zElSaftlIC@n 
gesamtgestalt;g@zamtg@Stalt 
gesamtgestaltung;g@zamtg@StaltUN 
gesamtgewicht;g@zamtg@vICt 
gesamtgewichtsvergleiche;g@zamtg@vICtsfERglaIC@ 
gesamtgrenze;g@zamtgREnts@ 
gesamtheit;g@zamthaIt 
gesamtheitquelltext;g@zamthaItkvEltEkst 
gesamthirn;g@zamthIRn 
gesamthochschule;g@zamtho:xSu:l@ 
gesamtimpuls;g@zamt ImpUls 
gesamtinterpretation;g@zamt Int6pRe:tatsi:o:n 
gesamtkirche;g@zamtkIRC@ 
gesamtklangs;g@zamtklaNs 
gesamtkomplex;g@zamtkOmplEks 
gesamtkonzept;g@zamtkOntsEpt 
gesamtkonzeptes;g@zamtkOntsEpt@s 
gesamtkosten;g@zamtkOst@n 
gesamtkraft;g@zamtkRaft 
gesamtladung;g@zamtla:dUN 
gesamtleistung;g@zamtlaIstUN 
gesamtleitungsup;g@zamtlaItUNs ap 
gesamtliste;g@zamtlIst@ 
gesamtmarkt;g@zamtmaRkt 
gesamtmasse;g@zamtmas@ 
gesamtmenge;g@zamtmEN@ 
gesamtmittel;g@zamtmIt@l 
gesamtnote;g@zamtno:t@ 
gesamtnutzung;g@zamtnUtsUN 
gesamtordnung;g@zamt ORdnUN 
gesamtorganisation;g@zamt ORgani:zatsi:o:n 
gesamtorganismus;g@zamt ORganIsmUs 
gesamtpegel;g@zamtpe:g@l 
gesamtpopulation;g@zamtpo:pu:latsi:o:n 
gesamtproblem;g@zamtpRo:ble:m 
gesamtproblems;g@zamtpRo:ble:ms 
gesamtproduktion;g@zamtpRo:dUktsi:o:n 
gesamtprofil;g@zamtpRo:fi:l 
gesamtprozesses;g@zamtpRo:tsEs@s 
gesamtpunktzahl;g@zamtpUNktsa:l 
gesamtquellwiderstand;g@zamtkvElvi:d6Stant 
gesamtquotesup;g@zamtkvo:t@s ap 
gesamtrechenleistung;g@zamtREC@nlaIstUN 
gesamtrechnung;g@zamtRECnUN 
gesamtrechnungen;g@zamtRECnUN@n 
gesamtrechnungquelltext;g@zamtRECnUNkvEltEkst 
gesamtrechnungvolkswirtschaftliche;g@zamtRECnUNfOlksvIRtSaftlIC@ 
gesamtrechnungvolkswirtschaftlichen;g@zamtRECnUNfOlksvIRtSaftlIC@n 
gesamtrechtsnachfolge;g@zamtRECtsna:xfOlg@ 
gesamtrecyclingquote;g@zamtRIsaIklINkvo:t@ 
gesamtregelstrecke;g@zamtRe:g@lStREk@ 
gesamtregierungszeit;g@zamtRe:gi:RUNstsaIt 
gesamtsache;g@zamtzax@ 
gesamtschaden;g@zamtSa:d@n 
gesamtschalldruck;g@zamtSaldRUk 
gesamtschulden;g@zamtSUld@n 
gesamtschule;g@zamtSu:l@ 
gesamtschuleintegrierte;g@zamtSu:l@ Inte:gRi:6t@ 
gesamtschulen;g@zamtSu:l@n 
gesamtsicherheit;g@zamtzIC6haIt 
gesamtsituation;g@zamtzi:tu:atsi:o:n 
gesamtspaniens;g@zamtSpa:ni:@ns 
gesamtspanischen;g@zamtSpa:nIS@n 
gesamtspannung;g@zamtSpanUN 
gesamtspektrum;g@zamtSpEktRUm 
gesamtsprachesup;g@zamtSpRa:x@s ap 
gesamtstaat;g@zamtSta:t 
gesamtstaatliche;g@zamtSta:tlIC@ 
gesamtstaatlichen;g@zamtSta:tlIC@n 
gesamtstaatquelltext;g@zamtSta:tkvEltEkst 
gesamtstaats;g@zamtSta:ts 
gesamtstaatshaushaltes;g@zamtSta:tshaUshalt@s 
gesamtstadt;g@zamtStat 
gesamtstatistik;g@zamtStatIstIk 
gesamtstrahlung;g@zamtStRa:lUN 
gesamtstrom;g@zamtStRo:m 
gesamtsumme;g@zamtzUm@ 
gesamtsystem;g@zamtzYste:m 
gesamtsystems;g@zamtzYste:ms 
gesamttextes;g@zamtEkst@s 
gesamttirolerischen;g@zamti:Ro:l@RIS@n 
gesamtton;g@zamto:n 
gesamtumsatz;g@zamt Umzats 
gesamtumsatzes;g@zamt Umzats@s 
gesamtunternehmen;g@zamt Unt6ne:m@n 
gesamtunternehmens;g@zamt Unt6ne:m@ns 
gesamtuwwert;g@zamtUve:6t 
gesamtverantwortung;g@zamtfER antvORtUN 
gesamtverband;g@zamtfERbant 
gesamtverbrauchs;g@zamtfERbRaUxs 
gesamtverhalten;g@zamtfERhalt@n 
gesamtvolumen;g@zamtvo:lu:m@n 
gesamtvorhaben;g@zamtfo:6ha:b@n 
gesamtwachstum;g@zamtvakstu:m 
gesamtwaldbestandes;g@zamtvaltb@Stand@s 
gesamtwellenfunktion;g@zamtvEl@nfUNktsi:o:n 
gesamtwerk;g@zamtvERk 
gesamtwerken;g@zamtvERk@n 
gesamtwerks;g@zamtvERks 
gesamtwert;g@zamtve:6t 
gesamtwertung;g@zamtve:6tUN 
gesamtwirklichkeit;g@zamtvIRklICkaIt 
gesamtwirtschaft;g@zamtvIRtSaft 
gesamtwirtschaftliche;g@zamtvIRtSaftlIC@ 
gesamtwirtschaftlichen;g@zamtvIRtSaftlIC@n 
gesamtwirtschaftlicher;g@zamtvIRtSaftlIC6 
gesamtwirtschaftsleistung;g@zamtvIRtSaftslaIstUN 
gesamtwort;g@zamtvORt 
gesamtwortbestand;g@zamtvORtb@Stant 
gesamtzahl;g@zamtsa:l 
gesamtzusammenhang;g@zamtsu:zam@nhaN 
gesamtzustand;g@zamtsu:Stant 
gesamtzykluszeit;g@zamtsy:klUstsaIt 
gesandte;g@zant@ 
gesandten;g@zant@n 
gesandter;g@zant6 
gesang;g@zaN 
gesanggregorianischen;g@zaNgRe:go:Ri:a:nIS@n 
gesangs;g@zaNs 
gesangsensemble;g@zaNs a^sa^b@l 
gesangsstimme;g@zaNsStIm@ 
gesangstechnik;g@zaNstECnIk 
gesbr;gEsbR 
gescannten;g@skEnt@n 
geschachtelte;g@Saxt@lt@ 
geschaffen;g@Saf@n 
geschaffene;g@Saf@n@ 
geschaffenen;g@Saf@n@n 
geschaffenes;g@Saf@n@s 
geschaffenquelltext;g@Saf@nkvEltEkst 
geschaffensein;g@Saf@nzaIn 
geschaffensup;g@Saf@ns ap 
geschafft;g@Saft 
geschah;g@Sa: 
geschahen;g@Sa:@n 
geschaltet;g@Salt@t 
geschaltete;g@Salt@t@ 
geschalteten;g@Salt@t@n 
geschalteter;g@Salt@t6 
geschaut;g@SaUt 
geschaute;g@SaUt@ 
geschehe;g@Se:@ 
geschehen;g@Se:@n 
geschehene;g@Se:@n@ 
geschehenen;g@Se:@n@n 
geschehenes;g@Se:@n@s 
geschehens;g@Se:@ns 
geschehensablauf;g@Se:@ns aplaUf 
geschehensablaufsup;g@Se:@ns aplaUfs ap 
geschehenssup;g@Se: Enszu:p 
geschehensup;g@Se:@ns ap 
geschehenszusammenhang;g@Se:@nstsu:zam@nhaN 
geschehnis;g@Se:nIs 
geschehnisse;g@Se:nIs@ 
geschehnissen;g@Se:nIs@n 
gescheiter;g@SaIt6 
gescheitert;g@SaIt6t 
gescheiterte;g@SaIt6t@ 
gescheiterten;g@SaIt6t@n 
gescheitertes;g@SaIt6t@s 
geschenk;g@SENk 
geschenke;g@SENk@ 
geschenkes;g@SENk@s 
geschenks;g@SENks 
geschenkt;g@SENkt 
geschenkte;g@SENkt@ 
geschenkverpackung;g@SENkfERpakUN 
geschenkverpackungen;g@SENkfERpakUN@n 
geschenkverpackungquelltext;g@SENkfERpakUNkvEltEkst 
geschichte;g@SICt@ 
geschichtealte;g@SICt@ alt@ 
geschichteburgundische;g@SICt@bURgUndIS@ 
geschichtedas;g@SICt@das 
geschichteende;g@SICt@ End@ 
geschichtegelebte;g@SICt@g@le:pt@ 
geschichtehaus;g@SICt@haUs 
geschichteinstitut;g@SICt@ Insti:tu:t 
geschichteleibnizinstituts;g@SICt@laIbnIts Insti:tu:ts 
geschichten;g@SICt@n 
geschichteoldenbourg;g@SICte: OldEnbu:Rk 
geschichtepolitische;g@SICt@po:li:tIS@ 
geschichtequelltext;g@SICt@kvEltEkst 
geschichtesup;g@SICt@s ap 
geschichtet;g@SICt@t 
geschichtete;g@SICt@t@ 
geschichtetransnationale;g@SICt@tRansnatsi:o:na:l@ 
geschichtewikiversity;g@SICte:vi:ki:vERzi:ti: 
geschichtl;g@SICtl 
geschichtlich;g@SICtlIC 
geschichtliche;g@SICtlIC@ 
geschichtlichen;g@SICtlIC@n 
geschichtlicher;g@SICtlIC6 
geschichtliches;g@SICtlIC@s 
geschichtlichgesellschaftlichen;g@SICtlICg@zElSaftlIC@n 
geschichtlichkeit;g@SICtlICkaIt 
geschichts;g@SICts 
geschichtsabschnitten;g@SICts apSnIt@n 
geschichtsabsolventen;g@SICts apzOlvEnt@n 
geschichtsbetrachtung;g@SICtsb@tRaxtUN 
geschichtsbewusstsein;g@SICtsb@vUstzaIn 
geschichtsbild;g@SICtsbIlt 
geschichtsdarstellung;g@SICtsda:6StElUN 
geschichtsdarstellungen;g@SICtsda:6StElUN@n 
geschichtsdeutung;g@SICtsdOYtUN 
geschichtsdidaktik;g@SICtsdi:daktIk 
geschichtserkenntnis;g@SICts ERkEntnIs 
geschichtsgang;g@SICtsgaN 
geschichtsmagazin;g@SICtsmagatsi:n 
geschichtsphilosophie;g@SICtsfi:lo:zo:fi: 
geschichtsphilosophische;g@SICtsfi:lo:zo:fIS@ 
geschichtsphilosophischen;g@SICtsfi:lo:zo:fIS@n 
geschichtsphilosophischer;g@SICtsfi:lo:zo:fIS6 
geschichtspolitik;g@SICtspo:li:ti:k 
geschichtsportal;g@SICtspORta:l 
geschichtsschreiber;g@SICtsSRaIb6 
geschichtsschreiberquelltext;g@SICtsSRaIb6kvEltEkst 
geschichtsschreibers;g@SICtsSRaIb6s 
geschichtsschreibung;g@SICtsSRaIbUN 
geschichtsschreibungantike;g@SICtsSRaIbUN anti:k@ 
geschichtsschreibungantiker;g@SICtsSRaIbUN anti:k6 
geschichtsschreibungbyzantinische;g@SICtsSRaIbUNby:tsanti:nIS@ 
geschichtsschreibungen;g@SICtsSRaIbUN@n 
geschichtsschreibunggeschichte;g@SICtsSRaIbUNg@SICt@ 
geschichtsschreibungislamische;g@SICtsSRaIbUN Isla:mIS@ 
geschichtsschreibungquelltext;g@SICtsSRaIbUNkvEltEkst 
geschichtsstudium;g@SICtsStu:di:Um 
geschichtsteleologie;g@SICtste:le:o:lo:gi: 
geschichtstheoretische;g@SICtste:o:Re:tIS@ 
geschichtstheorie;g@SICtste:o:Ri: 
geschichtstheorien;g@SICtste:o:Ri:@n 
geschichtstradition;g@SICtstRadi:tsi:o:n 
geschichtsvereine;g@SICtsfER aIn@ 
geschichtsvereinequelltext;g@SICtsfER aIn@kvEltEkst 
geschichtsvorstellungen;g@SICtsfo:6StElUN@n 
geschichtswahrnehmung;g@SICtsva:6ne:mUN 
geschichtswerk;g@SICtsvERk 
geschichtswerke;g@SICtsvERk@ 
geschichtswissen;g@SICtsvIs@n 
geschichtswissenschaft;g@SICtsvIs@nSaft 
geschichtswissenschaften;g@SICtsvIs@nSaft@n 
